Probe Set Name	Description
ENSG00000091732_at	zinc finger C3HC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29913]
ENSG00000091831_at	estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:3467]
ENSG00000091844_at	regulator of G protein signaling 17 [Source:HGNC Symbol;Acc:HGNC:14088]
ENSG00000091879_at	angiopoietin 2 [Source:HGNC Symbol;Acc:HGNC:485]
ENSG00000091947_at	transmembrane protein 101 [Source:HGNC Symbol;Acc:HGNC:28653]
ENSG00000091972_at	CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]
ENSG00000091986_at	coiled-coil domain containing 80 [Source:HGNC Symbol;Acc:HGNC:30649]
ENSG00000092009_at	chymase 1 [Source:HGNC Symbol;Acc:HGNC:2097]
ENSG00000092010_at	proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]
ENSG00000092020_at	protein phosphatase 2 regulatory subunit B''gamma [Source:HGNC Symbol;Acc:HGNC:17485]
ENSG00000092051_at	junctophilin 4 [Source:HGNC Symbol;Acc:HGNC:20156]
ENSG00000092054_at	myosin heavy chain 7 [Source:HGNC Symbol;Acc:HGNC:7577]
ENSG00000092067_at	CCAAT enhancer binding protein epsilon [Source:HGNC Symbol;Acc:HGNC:1836]
ENSG00000092068_at	solute carrier family 7 member 8 [Source:HGNC Symbol;Acc:HGNC:11066]
ENSG00000092094_at	O-sialoglycoprotein endopeptidase [Source:HGNC Symbol;Acc:HGNC:18028]
ENSG00000092096_at	solute carrier family 22 member 17 [Source:HGNC Symbol;Acc:HGNC:23095]
ENSG00000092108_at	sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]
ENSG00000092140_at	G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338]
ENSG00000092148_at	HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]
ENSG00000092199_at	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]
ENSG00000092200_at	RPGR interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13436]
ENSG00000092201_at	SPT16 homolog, facilitates chromatin remodeling subunit [Source:HGNC Symbol;Acc:HGNC:11465]
ENSG00000092203_at	TOX high mobility group box family member 4 [Source:HGNC Symbol;Acc:HGNC:20161]
ENSG00000092208_at	gem nuclear organelle associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10884]
ENSG00000092295_at	transglutaminase 1 [Source:HGNC Symbol;Acc:HGNC:11777]
ENSG00000092330_at	TERF1 interacting nuclear factor 2 [Source:HGNC Symbol;Acc:HGNC:11824]
ENSG00000092345_at	deleted in azoospermia like [Source:HGNC Symbol;Acc:HGNC:2685]
ENSG00000092377_at	transducin beta like 1 Y-linked [Source:HGNC Symbol;Acc:HGNC:18502]
ENSG00000092421_at	semaphorin 6A [Source:HGNC Symbol;Acc:HGNC:10738]
ENSG00000092439_at	transient receptor potential cation channel subfamily M member 7 [Source:HGNC Symbol;Acc:HGNC:17994]
ENSG00000092445_at	TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12446]
ENSG00000092470_at	WD repeat domain 76 [Source:HGNC Symbol;Acc:HGNC:25773]
ENSG00000092531_at	synaptosome associated protein 23 [Source:HGNC Symbol;Acc:HGNC:11131]
ENSG00000092607_at	T-box 15 [Source:HGNC Symbol;Acc:HGNC:11594]
ENSG00000092621_at	phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]
ENSG00000092758_at	collagen type IX alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2219]
ENSG00000092820_at	ezrin [Source:HGNC Symbol;Acc:HGNC:12691]
ENSG00000092841_at	myosin light chain 6 [Source:HGNC Symbol;Acc:HGNC:7587]
ENSG00000092847_at	argonaute 1, RISC catalytic component [Source:HGNC Symbol;Acc:HGNC:3262]
ENSG00000092850_at	tektin 2 [Source:HGNC Symbol;Acc:HGNC:11725]
ENSG00000092853_at	claspin [Source:HGNC Symbol;Acc:HGNC:19715]
ENSG00000092871_at	ring finger and FYVE like domain containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:24821]
ENSG00000092929_at	unc-13 homolog D [Source:HGNC Symbol;Acc:HGNC:23147]
ENSG00000092931_at	major facilitator superfamily domain containing 11 [Source:HGNC Symbol;Acc:HGNC:25458]
ENSG00000092964_at	dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014]
ENSG00000092969_at	transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]
ENSG00000092978_at	G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499]
ENSG00000093000_at	nucleoporin 50 [Source:HGNC Symbol;Acc:HGNC:8065]
ENSG00000093009_at	cell division cycle 45 [Source:HGNC Symbol;Acc:HGNC:1739]
ENSG00000093010_at	catechol-O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:2228]
ENSG00000093072_at	adenosine deaminase 2 [Source:HGNC Symbol;Acc:HGNC:1839]
ENSG00000093134_at	vanin 3 [Source:HGNC Symbol;Acc:HGNC:16431]
ENSG00000093144_at	ethylmalonyl-CoA decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:21489]
ENSG00000093167_at	LRR binding FLII interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6703]
ENSG00000093183_at	SEC22 homolog C, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:16828]
ENSG00000093217_at	xylulokinase [Source:HGNC Symbol;Acc:HGNC:12839]
ENSG00000094631_at	histone deacetylase 6 [Source:HGNC Symbol;Acc:HGNC:14064]
ENSG00000094661_at	olfactory receptor family 1 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:8207]
ENSG00000094755_at	gamma-aminobutyric acid type A receptor pi subunit [Source:HGNC Symbol;Acc:HGNC:4089]
ENSG00000094796_at	keratin 31 [Source:HGNC Symbol;Acc:HGNC:6448]
ENSG00000094804_at	cell division cycle 6 [Source:HGNC Symbol;Acc:HGNC:1744]
ENSG00000094841_at	uracil phosphoribosyltransferase homolog [Source:HGNC Symbol;Acc:HGNC:28334]
ENSG00000094880_at	cell division cycle 23 [Source:HGNC Symbol;Acc:HGNC:1724]
ENSG00000094914_at	aladin WD repeat nucleoporin [Source:HGNC Symbol;Acc:HGNC:13666]
ENSG00000094916_at	chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555]
ENSG00000094963_at	flavin containing monooxygenase 2 [Source:HGNC Symbol;Acc:HGNC:3770]
ENSG00000094975_at	SUN domain containing ossification factor [Source:HGNC Symbol;Acc:HGNC:1240]
ENSG00000095002_at	mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325]
ENSG00000095015_at	mitogen-activated protein kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6848]
ENSG00000095066_at	hook microtubule tethering protein 2 [Source:HGNC Symbol;Acc:HGNC:19885]
ENSG00000095110_at	neurexophilin and PC-esterase domain family member 1 [Source:HGNC Symbol;Acc:HGNC:28527]
ENSG00000095139_at	archain 1 [Source:HGNC Symbol;Acc:HGNC:649]
ENSG00000095203_at	erythrocyte membrane protein band 4.1 like 4B [Source:HGNC Symbol;Acc:HGNC:19818]
ENSG00000095209_at	transmembrane protein 38B [Source:HGNC Symbol;Acc:HGNC:25535]
ENSG00000095261_at	proteasome 26S subunit, non-ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9563]
ENSG00000095303_at	prostaglandin-endoperoxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:9604]
ENSG00000095319_at	nucleoporin 188 [Source:HGNC Symbol;Acc:HGNC:17859]
ENSG00000095321_at	carnitine O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2342]
ENSG00000095370_at	SH2 domain containing 3C [Source:HGNC Symbol;Acc:HGNC:16884]
ENSG00000095380_at	N-acetylneuraminate synthase [Source:HGNC Symbol;Acc:HGNC:19237]
ENSG00000095383_at	TBC1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:18026]
ENSG00000095397_at	whirlin [Source:HGNC Symbol;Acc:HGNC:16361]
ENSG00000095464_at	phosphodiesterase 6C [Source:HGNC Symbol;Acc:HGNC:8787]
ENSG00000095485_at	CWF19 like cell cycle control factor 1 [Source:HGNC Symbol;Acc:HGNC:25613]
ENSG00000095539_at	semaphorin 4G [Source:HGNC Symbol;Acc:HGNC:10735]
ENSG00000095564_at	B-TFIID TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:17307]
ENSG00000095574_at	IKAROS family zinc finger 5 [Source:HGNC Symbol;Acc:HGNC:14283]
ENSG00000095585_at	B cell linker [Source:HGNC Symbol;Acc:HGNC:14211]
ENSG00000095587_at	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]
ENSG00000095627_at	tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:11712]
ENSG00000095637_at	sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]
ENSG00000095713_at	cartilage acidic protein 1 [Source:HGNC Symbol;Acc:HGNC:14882]
ENSG00000095739_at	BMP and activin membrane bound inhibitor [Source:HGNC Symbol;Acc:HGNC:30251]
ENSG00000095752_at	interleukin 11 [Source:HGNC Symbol;Acc:HGNC:5966]
ENSG00000095777_at	myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601]
ENSG00000095787_at	WW domain containing adaptor with coiled-coil [Source:HGNC Symbol;Acc:HGNC:17327]
ENSG00000095794_at	cAMP responsive element modulator [Source:HGNC Symbol;Acc:HGNC:2352]
ENSG00000095906_at	nucleotide binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8042]
ENSG00000095917_at	tryptase delta 1 [Source:HGNC Symbol;Acc:HGNC:14118]
ENSG00000095932_at	small integral membrane protein 24 [Source:HGNC Symbol;Acc:HGNC:37244]
ENSG00000095951_at	human immunodeficiency virus type I enhancer binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4920]
ENSG00000095970_at	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]
ENSG00000095981_at	potassium two pore domain channel subfamily K member 16 [Source:HGNC Symbol;Acc:HGNC:14464]
ENSG00000096006_at	cysteine rich secretory protein 3 [Source:HGNC Symbol;Acc:HGNC:16904]
ENSG00000096060_at	FK506 binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3721]
ENSG00000096063_at	SRSF protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:11305]
ENSG00000096070_at	bromodomain and PHD finger containing 3 [Source:HGNC Symbol;Acc:HGNC:14256]
ENSG00000096080_at	mitochondrial ribosomal protein S18A [Source:HGNC Symbol;Acc:HGNC:14515]
ENSG00000096088_at	progastricsin [Source:HGNC Symbol;Acc:HGNC:8890]
ENSG00000096092_at	transmembrane protein 14A [Source:HGNC Symbol;Acc:HGNC:21076]
ENSG00000096093_at	EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16406]
ENSG00000096264_at	natural cytotoxicity triggering receptor 2 [Source:HGNC Symbol;Acc:HGNC:6732]
ENSG00000096384_at	heat shock protein 90 alpha family class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]
ENSG00000096395_at	motilin [Source:HGNC Symbol;Acc:HGNC:7141]
ENSG00000096401_at	cell division cycle 5 like [Source:HGNC Symbol;Acc:HGNC:1743]
ENSG00000096433_at	inositol 1,4,5-trisphosphate receptor type 3 [Source:HGNC Symbol;Acc:HGNC:6182]
ENSG00000096654_at	zinc finger protein 184 [Source:HGNC Symbol;Acc:HGNC:12975]
ENSG00000096696_at	desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]
ENSG00000096717_at	sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]
ENSG00000096746_at	heterogeneous nuclear ribonucleoprotein H3 [Source:HGNC Symbol;Acc:HGNC:5043]
ENSG00000096872_at	intraflagellar transport 74 [Source:HGNC Symbol;Acc:HGNC:21424]
ENSG00000096968_at	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]
ENSG00000096996_at	interleukin 12 receptor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:5971]
ENSG00000097007_at	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]
ENSG00000097021_at	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]
ENSG00000097033_at	SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]
ENSG00000097046_at	cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]
ENSG00000097096_at	synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841]
ENSG00000099139_at	proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747]
ENSG00000099194_at	stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571]
ENSG00000099203_at	transmembrane p24 trafficking protein 1 [Source:HGNC Symbol;Acc:HGNC:17291]
ENSG00000099204_at	actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78]
ENSG00000099219_at	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]
ENSG00000099246_at	RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14244]
ENSG00000099250_at	neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]
ENSG00000099256_at	phosphoribosyl transferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23333]
ENSG00000099260_at	palmdelphin [Source:HGNC Symbol;Acc:HGNC:15846]
ENSG00000099282_at	tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]
ENSG00000099284_at	H2A histone family member Y2 [Source:HGNC Symbol;Acc:HGNC:14453]
ENSG00000099290_at	WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416]
ENSG00000099308_at	microtubule associated serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19036]
ENSG00000099326_at	myeloid zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13108]
ENSG00000099330_at	occludin/ELL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26221]
ENSG00000099331_at	myosin IXB [Source:HGNC Symbol;Acc:HGNC:7609]
ENSG00000099337_at	potassium two pore domain channel subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:6281]
ENSG00000099338_at	cation channel sperm associated auxiliary subunit gamma [Source:HGNC Symbol;Acc:HGNC:25243]
ENSG00000099341_at	proteasome 26S subunit, non-ATPase 8 [Source:HGNC Symbol;Acc:HGNC:9566]
ENSG00000099364_at	F-box and leucine rich repeat protein 19 [Source:HGNC Symbol;Acc:HGNC:25300]
ENSG00000099365_at	syntaxin 1B [Source:HGNC Symbol;Acc:HGNC:18539]
ENSG00000099377_at	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 [Source:HGNC Symbol;Acc:HGNC:18324]
ENSG00000099381_at	SET domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29010]
ENSG00000099399_at	MAGE family member B2 [Source:HGNC Symbol;Acc:HGNC:6809]
ENSG00000099617_at	ephrin A2 [Source:HGNC Symbol;Acc:HGNC:3222]
ENSG00000099622_at	cold inducible RNA binding protein [Source:HGNC Symbol;Acc:HGNC:1982]
ENSG00000099624_at	ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]
ENSG00000099625_at	CACN subunit beta associated regulatory protein [Source:HGNC Symbol;Acc:HGNC:28617]
ENSG00000099715_at	protocadherin 11 Y-linked [Source:HGNC Symbol;Acc:HGNC:15813]
ENSG00000099721_at	amelogenin Y-linked [Source:HGNC Symbol;Acc:HGNC:462]
ENSG00000099725_at	protein kinase Y-linked (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9444]
ENSG00000099783_at	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099785_at	membrane associated ring-CH-type finger 2 [Source:HGNC Symbol;Acc:HGNC:28038]
ENSG00000099795_at	NADH:ubiquinone oxidoreductase subunit B7 [Source:HGNC Symbol;Acc:HGNC:7702]
ENSG00000099797_at	trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:4551]
ENSG00000099800_at	translocase of inner mitochondrial membrane 13 [Source:HGNC Symbol;Acc:HGNC:11816]
ENSG00000099804_at	cell division cycle 34 [Source:HGNC Symbol;Acc:HGNC:1734]
ENSG00000099812_at	mitotic spindle positioning [Source:HGNC Symbol;Acc:HGNC:27000]
ENSG00000099814_at	centrosomal protein 170B [Source:HGNC Symbol;Acc:HGNC:20362]
ENSG00000099817_at	RNA polymerase II subunit E [Source:HGNC Symbol;Acc:HGNC:9192]
ENSG00000099822_at	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2 [Source:HGNC Symbol;Acc:HGNC:4846]
ENSG00000099834_at	cadherin related family member 5 [Source:HGNC Symbol;Acc:HGNC:7521]
ENSG00000099840_at	IZUMO family member 4 [Source:HGNC Symbol;Acc:HGNC:26950]
ENSG00000099849_at	Ras association domain family member 7 [Source:HGNC Symbol;Acc:HGNC:1166]
ENSG00000099860_at	growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]
ENSG00000099864_at	paralemmin [Source:HGNC Symbol;Acc:HGNC:8594]
ENSG00000099866_at	mucosal vascular addressin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:6765]
ENSG00000099869_at	IGF2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:14062]
ENSG00000099875_at	MAP kinase interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:7111]
ENSG00000099889_at	ARVCF, delta catenin family member [Source:HGNC Symbol;Acc:HGNC:728]
ENSG00000099899_at	tRNA methyltransferase 2 homolog A [Source:HGNC Symbol;Acc:HGNC:24974]
ENSG00000099901_at	RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847]
ENSG00000099904_at	zinc finger DHHC-type containing 8 [Source:HGNC Symbol;Acc:HGNC:18474]
ENSG00000099910_at	kelch like family member 22 [Source:HGNC Symbol;Acc:HGNC:25888]
ENSG00000099917_at	mediator complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:14248]
ENSG00000099937_at	serpin family D member 1 [Source:HGNC Symbol;Acc:HGNC:4838]
ENSG00000099940_at	synaptosome associated protein 29 [Source:HGNC Symbol;Acc:HGNC:11133]
ENSG00000099942_at	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]
ENSG00000099949_at	leucine zipper like transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742]
ENSG00000099953_at	matrix metallopeptidase 11 [Source:HGNC Symbol;Acc:HGNC:7157]
ENSG00000099954_at	CECR2, histone acetyl-lysine reader [Source:HGNC Symbol;Acc:HGNC:1840]
ENSG00000099956_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]
ENSG00000099957_at	purinergic receptor P2X 6 [Source:HGNC Symbol;Acc:HGNC:8538]
ENSG00000099958_at	derlin 3 [Source:HGNC Symbol;Acc:HGNC:14236]
ENSG00000099960_at	solute carrier family 7 member 4 [Source:HGNC Symbol;Acc:HGNC:11062]
ENSG00000099968_at	BCL2 like 13 [Source:HGNC Symbol;Acc:HGNC:17164]
ENSG00000099985_at	oncostatin M [Source:HGNC Symbol;Acc:HGNC:8506]
ENSG00000099991_at	calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187]
ENSG00000099994_at	sushi domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30667]
ENSG00000099995_at	splicing factor 3a subunit 1 [Source:HGNC Symbol;Acc:HGNC:10765]
ENSG00000099998_at	gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260]
ENSG00000099999_at	ring finger protein 215 [Source:HGNC Symbol;Acc:HGNC:33434]
ENSG00000100012_at	SEC14 like lipid binding 3 [Source:HGNC Symbol;Acc:HGNC:18655]
ENSG00000100023_at	peptidylprolyl isomerase like 2 [Source:HGNC Symbol;Acc:HGNC:9261]
ENSG00000100024_at	beta-ureidopropionase 1 [Source:HGNC Symbol;Acc:HGNC:16297]
ENSG00000100027_at	yippee like 1 [Source:HGNC Symbol;Acc:HGNC:12845]
ENSG00000100028_at	small nuclear ribonucleoprotein D3 polypeptide [Source:HGNC Symbol;Acc:HGNC:11160]
ENSG00000100029_at	pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]
ENSG00000100030_at	mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]
ENSG00000100033_at	proline dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:9453]
ENSG00000100034_at	protein phosphatase, Mg2+/Mn2+ dependent 1F [Source:HGNC Symbol;Acc:HGNC:19388]
ENSG00000100036_at	solute carrier family 35 member E4 [Source:HGNC Symbol;Acc:HGNC:17058]
ENSG00000100038_at	DNA topoisomerase III beta [Source:HGNC Symbol;Acc:HGNC:11993]
ENSG00000100053_at	crystallin beta B3 [Source:HGNC Symbol;Acc:HGNC:2400]
ENSG00000100055_at	cytohesin 4 [Source:HGNC Symbol;Acc:HGNC:9505]
ENSG00000100056_at	ess-2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:16817]
ENSG00000100058_at	crystallin beta B2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2399]
ENSG00000100060_at	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038]
ENSG00000100065_at	caspase recruitment domain family member 10 [Source:HGNC Symbol;Acc:HGNC:16422]
ENSG00000100068_at	LDL receptor related protein 5 like [Source:HGNC Symbol;Acc:HGNC:25323]
ENSG00000100075_at	solute carrier family 25 member 1 [Source:HGNC Symbol;Acc:HGNC:10979]
ENSG00000100077_at	G protein-coupled receptor kinase 3 [Source:HGNC Symbol;Acc:HGNC:290]
ENSG00000100078_at	phospholipase A2 group III [Source:HGNC Symbol;Acc:HGNC:17934]
ENSG00000100079_at	galectin 2 [Source:HGNC Symbol;Acc:HGNC:6562]
ENSG00000100083_at	golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]
ENSG00000100084_at	histone cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:4916]
ENSG00000100095_at	seizure related 6 homolog like [Source:HGNC Symbol;Acc:HGNC:10763]
ENSG00000100097_at	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]
ENSG00000100099_at	HPS4, biogenesis of lysosomal organelles complex 3 subunit 2 [Source:HGNC Symbol;Acc:HGNC:15844]
ENSG00000100100_at	phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24942]
ENSG00000100104_at	SRR1 domain containing [Source:HGNC Symbol;Acc:HGNC:33910]
ENSG00000100105_at	POZ/BTB and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13071]
ENSG00000100106_at	TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]
ENSG00000100109_at	tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]
ENSG00000100116_at	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]
ENSG00000100122_at	crystallin beta B1 [Source:HGNC Symbol;Acc:HGNC:2397]
ENSG00000100124_at	ankyrin repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25185]
ENSG00000100138_at	small nuclear ribonucleoprotein 13 [Source:HGNC Symbol;Acc:HGNC:7819]
ENSG00000100139_at	MICAL like 1 [Source:HGNC Symbol;Acc:HGNC:29804]
ENSG00000100142_at	RNA polymerase II subunit F [Source:HGNC Symbol;Acc:HGNC:9193]
ENSG00000100146_at	SRY-box 10 [Source:HGNC Symbol;Acc:HGNC:11190]
ENSG00000100147_at	coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:HGNC:26185]
ENSG00000100151_at	protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:HGNC:9394]
ENSG00000100154_at	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]
ENSG00000100156_at	solute carrier family 16 member 8 [Source:HGNC Symbol;Acc:HGNC:16270]
ENSG00000100162_at	centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352]
ENSG00000100167_at	septin 3 [Source:HGNC Symbol;Acc:HGNC:10750]
ENSG00000100170_at	solute carrier family 5 member 1 [Source:HGNC Symbol;Acc:HGNC:11036]
ENSG00000100181_at	TPTE pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43648]
ENSG00000100191_at	solute carrier family 5 member 4 [Source:HGNC Symbol;Acc:HGNC:11039]
ENSG00000100196_at	KDEL endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:HGNC:6306]
ENSG00000100201_at	DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]
ENSG00000100206_at	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]
